x,t,u_pred,u_true,error
-7.551020e-01,1.632653e-01,7.453490e-01,9.999407e-01,2.545916e-01
-7.551020e-01,1.836735e-01,7.522844e-01,9.999180e-01,2.476336e-01
-7.551020e-01,2.040816e-01,7.585891e-01,9.998730e-01,2.412838e-01
-7.551020e-01,2.244898e-01,7.643682e-01,9.997954e-01,2.354272e-01
-7.551020e-01,2.448980e-01,7.697055e-01,9.996754e-01,2.299699e-01
-7.551020e-01,2.653061e-01,7.746622e-01,9.995040e-01,2.248418e-01
-7.551020e-01,2.857143e-01,7.792770e-01,9.992745e-01,2.199975e-01
-7.551020e-01,3.061225e-01,7.835658e-01,9.989819e-01,2.154161e-01
-7.551020e-01,3.265306e-01,7.875425e-01,9.986237e-01,2.110813e-01
-7.551020e-01,3.469388e-01,7.912424e-01,9.981992e-01,2.069568e-01
-7.551020e-01,3.673469e-01,7.947048e-01,9.977095e-01,2.030047e-01
-7.551020e-01,3.877551e-01,7.977471e-01,9.971571e-01,1.994100e-01
-7.551020e-01,4.081632e-01,8.001553e-01,9.965456e-01,1.963902e-01
-7.551020e-01,4.285714e-01,8.029349e-01,9.958792e-01,1.929443e-01
-7.551020e-01,4.489796e-01,8.060974e-01,9.951626e-01,1.890652e-01
-7.551020e-01,4.693877e-01,8.093562e-01,9.944009e-01,1.850447e-01
-7.551020e-01,4.897959e-01,8.126317e-01,9.935990e-01,1.809673e-01
-7.551020e-01,5.102041e-01,8.159173e-01,9.927620e-01,1.768448e-01
-7.551020e-01,5.306122e-01,8.192574e-01,9.918950e-01,1.726376e-01
-7.551020e-01,5.510204e-01,8.226306e-01,9.910024e-01,1.683718e-01
-7.551020e-01,5.714286e-01,8.257775e-01,9.900889e-01,1.643113e-01
-7.551020e-01,5.918368e-01,8.285536e-01,9.891586e-01,1.606050e-01
-7.551020e-01,6.122449e-01,8.310651e-01,9.882153e-01,1.571502e-01
-7.551020e-01,6.326531e-01,8.334190e-01,9.872627e-01,1.538436e-01
-7.551020e-01,6.530612e-01,8.356603e-01,9.863039e-01,1.506436e-01
-7.551020e-01,6.734694e-01,8.377919e-01,9.853420e-01,1.475502e-01
-7.551020e-01,6.938776e-01,8.397869e-01,9.843797e-01,1.445928e-01
-7.551020e-01,7.142857e-01,8.415781e-01,9.834194e-01,1.418414e-01
-7.551020e-01,7.346939e-01,8.430368e-01,9.824632e-01,1.394265e-01
-7.551020e-01,7.551020e-01,8.440680e-01,9.815131e-01,1.374452e-01
